Record Length,Analog:2000
Sample Interval,1.000000E-09
Vertical Units,V,
Vertical Scale,+5.000000E-01
Vertical Offset,-1.575000E+00
Horizontal Units,s
Horizontal Scale,+2.000000E-07
Model,SDS1204X HD
Serial Number,SDSEV82X900772
Software Version,6.9.13.1.1.6.7
Source,CH4
Second,Value
-4.8000000000E-07,+1.589583E+00
-4.7900000000E-07,+1.584375E+00
-4.7800000000E-07,+1.579167E+00
-4.7700000000E-07,+1.576042E+00
-4.7600000000E-07,+1.575000E+00
-4.7500000000E-07,+1.566667E+00
-4.7400000000E-07,+1.565625E+00
-4.7300000000E-07,+1.572917E+00
-4.7200000000E-07,+1.578125E+00
-4.7100000000E-07,+1.566667E+00
-4.7000000000E-07,+1.564583E+00
-4.6900000000E-07,+1.575000E+00
-4.6800000000E-07,+1.561458E+00
-4.6700000000E-07,+1.548958E+00
-4.6600000000E-07,+1.554167E+00
-4.6500000000E-07,+1.561458E+00
-4.6400000000E-07,+1.560417E+00
-4.6300000000E-07,+1.605208E+00
-4.6200000000E-07,+1.633333E+00
-4.6100000000E-07,+1.554167E+00
-4.6000000000E-07,+1.483333E+00
-4.5900000000E-07,+1.573958E+00
-4.5800000000E-07,+1.629167E+00
-4.5700000000E-07,+1.550000E+00
-4.5600000000E-07,+1.514583E+00
-4.5500000000E-07,+1.579167E+00
-4.5400000000E-07,+1.619792E+00
-4.5300000000E-07,+1.585417E+00
-4.5200000000E-07,+1.512500E+00
-4.5100000000E-07,+1.566667E+00
-4.5000000000E-07,+1.578125E+00
-4.4900000000E-07,+1.566667E+00
-4.4800000000E-07,+1.607292E+00
-4.4700000000E-07,+1.571875E+00
-4.4600000000E-07,+1.584375E+00
-4.4500000000E-07,+1.577083E+00
-4.4400000000E-07,+1.569792E+00
-4.4300000000E-07,+1.588542E+00
-4.4200000000E-07,+1.565625E+00
-4.4100000000E-07,+1.587500E+00
-4.4000000000E-07,+1.608333E+00
-4.3900000000E-07,+1.586458E+00
-4.3800000000E-07,+1.588542E+00
-4.3700000000E-07,+1.585417E+00
-4.3600000000E-07,+1.588542E+00
-4.3500000000E-07,+1.588542E+00
-4.3400000000E-07,+1.582292E+00
-4.3300000000E-07,+1.592708E+00
-4.3200000000E-07,+1.604167E+00
-4.3100000000E-07,+1.600000E+00
-4.3000000000E-07,+1.600000E+00
-4.2900000000E-07,+1.594792E+00
-4.2800000000E-07,+1.592708E+00
-4.2700000000E-07,+1.593750E+00
-4.2600000000E-07,+1.592708E+00
-4.2500000000E-07,+1.593750E+00
-4.2400000000E-07,+1.605208E+00
-4.2300000000E-07,+1.600000E+00
-4.2200000000E-07,+1.601042E+00
-4.2100000000E-07,+1.600000E+00
-4.2000000000E-07,+1.594792E+00
-4.1900000000E-07,+1.595833E+00
-4.1800000000E-07,+1.593750E+00
-4.1700000000E-07,+1.593750E+00
-4.1600000000E-07,+1.591667E+00
-4.1500000000E-07,+1.587500E+00
-4.1400000000E-07,+1.588542E+00
-4.1300000000E-07,+1.586458E+00
-4.1200000000E-07,+1.585417E+00
-4.1100000000E-07,+1.582292E+00
-4.1000000000E-07,+1.581250E+00
-4.0900000000E-07,+1.577083E+00
-4.0800000000E-07,+1.577083E+00
-4.0700000000E-07,+1.572917E+00
-4.0600000000E-07,+1.571875E+00
-4.0500000000E-07,+1.561458E+00
-4.0400000000E-07,+1.560417E+00
-4.0300000000E-07,+1.557292E+00
-4.0200000000E-07,+1.554167E+00
-4.0100000000E-07,+1.551042E+00
-4.0000000000E-07,+1.547917E+00
-3.9900000000E-07,+1.542708E+00
-3.9800000000E-07,+1.537500E+00
-3.9700000000E-07,+1.532292E+00
-3.9600000000E-07,+1.528125E+00
-3.9500000000E-07,+1.522917E+00
-3.9400000000E-07,+1.521875E+00
-3.9300000000E-07,+1.520833E+00
-3.9200000000E-07,+1.511458E+00
-3.9100000000E-07,+1.509375E+00
-3.9000000000E-07,+1.501042E+00
-3.8900000000E-07,+1.497917E+00
-3.8800000000E-07,+1.486458E+00
-3.8700000000E-07,+1.483333E+00
-3.8600000000E-07,+1.478125E+00
-3.8500000000E-07,+1.471875E+00
-3.8400000000E-07,+1.465625E+00
-3.8300000000E-07,+1.460417E+00
-3.8200000000E-07,+1.454167E+00
-3.8100000000E-07,+1.446875E+00
-3.8000000000E-07,+1.440625E+00
-3.7900000000E-07,+1.438542E+00
-3.7800000000E-07,+1.428125E+00
-3.7700000000E-07,+1.417708E+00
-3.7600000000E-07,+1.409375E+00
-3.7500000000E-07,+1.404167E+00
-3.7400000000E-07,+1.395833E+00
-3.7300000000E-07,+1.388542E+00
-3.7200000000E-07,+1.385417E+00
-3.7100000000E-07,+1.375000E+00
-3.7000000000E-07,+1.366667E+00
-3.6900000000E-07,+1.359375E+00
-3.6800000000E-07,+1.354167E+00
-3.6700000000E-07,+1.345833E+00
-3.6600000000E-07,+1.335417E+00
-3.6500000000E-07,+1.323958E+00
-3.6400000000E-07,+1.316667E+00
-3.6300000000E-07,+1.308333E+00
-3.6200000000E-07,+1.297917E+00
-3.6100000000E-07,+1.292708E+00
-3.6000000000E-07,+1.281250E+00
-3.5900000000E-07,+1.276042E+00
-3.5800000000E-07,+1.266667E+00
-3.5700000000E-07,+1.255208E+00
-3.5600000000E-07,+1.247917E+00
-3.5500000000E-07,+1.239583E+00
-3.5400000000E-07,+1.229167E+00
-3.5300000000E-07,+1.217708E+00
-3.5200000000E-07,+1.209375E+00
-3.5100000000E-07,+1.200000E+00
-3.5000000000E-07,+1.186458E+00
-3.4900000000E-07,+1.181250E+00
-3.4800000000E-07,+1.177083E+00
-3.4700000000E-07,+1.159375E+00
-3.4600000000E-07,+1.150000E+00
-3.4500000000E-07,+1.144792E+00
-3.4400000000E-07,+1.137500E+00
-3.4300000000E-07,+1.121875E+00
-3.4200000000E-07,+1.109375E+00
-3.4100000000E-07,+1.101042E+00
-3.4000000000E-07,+1.090625E+00
-3.3900000000E-07,+1.077083E+00
-3.3800000000E-07,+1.044792E+00
-3.3700000000E-07,+1.047917E+00
-3.3600000000E-07,+1.111458E+00
-3.3500000000E-07,+1.067708E+00
-3.3400000000E-07,+9.583333E-01
-3.3300000000E-07,+9.822916E-01
